ID Pembekal	Nama Pembekal
UP01771 SANG E PLUMBING WORKS
UP01772 SAIC TRADING
UP01773 SAJ ENGINEERING \& SERVICES SDN. BHD.,
UP01774 SAPURA TELECOMS RETAIL SDN. BHD.
UP01775 SAFETREND (M) SDN. BHD.
UP01776 SABAH ELECTRICITY SDN BHD
UP01777 SASAWANG (M) SDN BHD
UP01778 SALOON ENTERPRISE SDN BHD
UP01779 SAINTEK SDN. BHD.
UP01780 SABAN MEWAH SDN. BHD.
UP01781 SAM AUDIO VIDEO SERVICE
UP01782 SALZ-TERACHI DESIGN SDN. BHD.
UP01783 SAMASA TEXTILES INDUSTRIES SDN BHD
UP01784 SAZCORE LOGISTICS SDN BHD
UP01785 SAKOL FAMILY INTERTRADE LTD. PART
UP01786 SANLIM DESIGN
UP01787 SANDPEAK TECHNOLOGIES SDN BHD
UP01788 SAUYAH AKIM ENTERPRISE
UP01789 SATRIA KARISMA SDN BHD
UP01790 SANICARE HYGIENE SERVICES SDN BHD
UP01791 SA LOGISTIK SDN BHD
UP01792 SAYUNG EMAS ENTERPRISE
UP01793 SAMSUNG MALAYSIA ELECTRONICS (SME) SDN
UP01794 SATRIAACES ENGINEERING (M) SDN BHD
UP01795 SARAWAK MEDICAL CENTRE SDN BHD
UP01796 SAKAN BISTARI ENTERPRISE
UP01797 SAJ COMMUNICATIONS & COMMUNICATIONS
UP01798 SA \& HA CATERING \& FOOD SERVICES
UP01799 BISTRO \& THEATRE RESTAURANT SDN BHD
UP01800 SAMEWELL SDN BHD
UP01801 SABAH CHINESE HIGH SCHOOL
UP01802 SAJ ENGINEERING \& COMMUNICATIONS S
UP01803 SARAWAK FORESTRY
UP01804 SBL (M) SDN. BHD.
UP01805 SBY NILAM ENTERPRISE
UP01806 SCIENTIFIC \& TECHNICAL PRODUCTS
UP01807 SCOTCH BRITE OFFICE \& ENGLISH ELECTRIC
UP01808 SCOPELINK (M) SDN. BHD.
UP01809 SCOTT POLAR RESEARCH INSTITUTE
UP01810 SDZ ENTERPRISE
UP01811 SECURICOR (MALAYSIA) SDN.BHD.
UP01812 SERVEX (MALAYSIA) SDN BHD
UP01813 SEKAI TECHNOLOGY (M) CO.
UP01814 AIM BADGES
UP01815 SENHENG ELECTRIC (KL) SDN BHD
UP01816 SEGAR ABADI ENTERPRISE
UP01817 SENGGARA TANI ENTERPRISE
UP01818 SETIA ENTERPRISE
UP01819 SELANGOR PHOTOGRAPHERS
UP01820 SENSOR LOGIC (M) SDN. BHD.
UP01821 SEMARAK MANUFACTURING
UP01822 SERTING COM SDN BHD
UP01823 SENG HUAT
UP01824 SERI CAHAYA ELECTRICAL TRADING
UP01825 SEMARAK TIMUR ENTERPRISE
UP01826 SENG SENG TYPEWRITER \& OFFICE PRODUCT
UP01827 SECGUARD SURVEILLANCE SYSTEMS SDN BHDRAVINT
UP01828 SECUREXPRESS SERVICES SDN BHD
UP01829 SEZAI ENTERPRISE
UP01830 SENGLOBAL SDN BHD
UP01831 SETIA DAGANG SERVICES
UP01832 SENSEI AIR-CONDITIONING
UP01833 SELEKSI POPULAR SDN BHD
UP01834 SERI ROSE CATERING AND SUPPLIES
UP01835 SENG SENG TYPEWRITER \& OFFICE PRODUCT
UP01836 SEGATRAD ENTERPRISE SDN BHD
UP01837 SERAI WANGI PRODUCTIONS
UP01838 SECURITIES SERVICES (HOLDINGS) SDN BHD
UP01839 SERI PACIFIC HOTEL KUALA LUMPUR
UP01840 SENTHINATHAN AL VISAKAPERUMAL
UP01841 SELERAEMAS CATERING
UP01842 SFX PROMOTIONS
UP01843 SFX COMMUNICATION SDN BHD
UP01844 SF SMART VENTURES
UP01845 SF \& F ENTERPRISE
UP01846 SHRIRO (M) SDN. BHD.
UP01847 SHIU TRADING CO.
UP01848 S.H.MARKETING
UP01849 SHEN JAI COMPUTER CENTRE SDN BHD
UP01850 SHAMEL PARTS AND SERVICE
UP01851 SHINING STAR TRADING SDN BHD
UP01852 SHENG HUA MACHINERY \& MACHINERY PRODU
UP01853 SHS SUPPLY \& SERVICES
UP01854 SHOUT ACS (M) SDN BHD
UP01855 SHL MANAGEMENT \& CONSULTANCY
UP01856 SHELL MALAYSIA TRADING SDN BHD
UP01857 SHINJIRU TECHNOLOGY SDN BHD
UP01858 SHUTTER POINT TRADING
UP01859 SIERRA TECHNOLOGY (M) SDN BHD
UP01860 SISTEMAJU BITS \& BYTES SDN BHD
UP01861 SIGNTECH (MALAYSIA) SDN. BHD.
UP01862 SINGTEL
UP01863 SIARA SYSTEMS (M) SDN. BHD.
UP01864 SIN SUNG LIE ELECTRICAL SDN. BHD.
UP01865 SIEW SWEE TOONG
UP01866 SILICON INTRANET \& NETWORKING S/B
UP01867 SINCERE OFFICE EQUIPMENT SUPPLIES
UP01868 SINETEC ENGINEERING SDN BHD
UP01869 SISTEM TELEVISYEN MALAYSIA BERHAD
UP01870 SIME DARBY RENT A CAR SDN BHD
UP01871 SINAR ULUNG ENGINEERING
UP01872 SYARIKAT SIGMA COMPUTER SERVICES
UP01873 SICT ENTERPRISE
UP01874 SILICON ELECTRONICS SDN BHD
UP01875 SIGN RODDOME ENTERPRISE
UP01876 SIGMA COMPUTER SERVICES
UP01877 SIGN POINT SALES \& SERVICES
UP01878 SAJ ENGINEERING \& COMMUNICATIONS S
UP01879 SIN CHEW MEDIA CORPORATION BERHAD
UP01880 SIGNAL POWER ENTERPRISE (M) SDN BHD
UP01881 SIRIM QAS INTERNATIONAL SDN BHD
UP01882 SJA TRADE \& SERVICES SDN. BHD.
UP01883 SJA TRADE \& SERVICES SDN. BHD.
UP01884 SKYCOM SERVICE
UP01885 SKYNET WORLDWIDE (BKI) SDN BHD
UP01886 SK SYSTEMS
UP01887 PTPTN
UP01888 SKY WORLD CLASSIC
UP01889 S.L.ENTERPRISE
UP01890 SLS BUSINESS SOLUTION
UP01891 SMART ADVANCE COMPUTER
UP01892 SMAS RENT A CAR SDN BHD
UP01893 S.M.PROPERTY MANAGEMENT SERVICES SD
UP01894 SMART PRINT \& STATIONER SDN BHD
UP01895 SMARTCODE IT SDN BHD
UP01896 SMART IQ TRAVEL AGENCY SDN BHD
UP01897 SNC TECHNOLOGY
UP01898 SNTV
UP01899 SNF MAJU TRADING
UP01900 SNA GLOBAL WORK RESOURCES
UP01901 SOLIDREAMS (M) SDN BHD
UP01902 SOON HONG LEONG
UP01903 SOFTLINK SDN. BHD.
UP01904 SOLID PRINT TRADING COMPANY
UP01905 SOLID MASS ELECTRICALSDN BHD
UP01906 SOCOMEC SICON (M) SDN BHD
UP01907 SOLUTION \& SERVICES
UP01908 SOON SENG TRANSPORT SERVICE 2000
UP01909 SOFTWARE EXC (MALAYSIA) SDN BHD
UP01910 SOH \& LEE AIR-CONDITIONING ENGINEERING S
UP01911 SONY (MALAYSIA) SDN BHD
UP01912 SOUND \& SIGHT WORLD SDN BHD
UP01913 SOCOS ENGINEERING SDN BHD
UP01914 SOFTWARE WIZARDS (M) SDN. BHD.
UP01915 SPECOM ENGINEERING SDN BHD
UP01916 ASIA RENAL CARE (KL) SDN BHD
UP01917 SPACE INNOVATORS SDN. BHD.
UP01918 SPADE RESOURCES
UP01919 SPARK MANSHOP SDN BHD
UP01920 SPARTAN CONCEPTS SDN BHD
UP01921 SQUARE INSPIRATION (M) SDN BHD
UP01922 SRI DELIMA TYPEWRITER
UP01923 SRI COMM TRAVEL SERVICES SDN BHD
UP01924 SRI COMPUTERS SDN BHD
UP01925 SRI MAKMUR ELECTRICAL \& ENGINEERING S.B
UP01926 SRI AMPANG LEE MOTOR
UP01927 SRS AUTOMOBILE
UP01928 SRI KEDA WANG TRAVEL \& TOURS (W) SDN BH
UP01929 SSEES PROTECTION SDN. BHD.
UP01930 COMSTOCK, INC
UP01931 STELLA GARDENING \& LANDSCAPE SDN BSTELLA YAP
UP01932 SINGAPORE EXCHANGE SECURITIES
UP01933 STOCK WATCH (M) SDN.BHD.
UP01934 STRENGHT ELECTRICAL (M) SDN BHD
UP01935 STREAMTEK SDN. BHD.
UP01936 STANDARD COMPUTER PTE. LTD.
UP01937 S TWO FURNITURE
UP01938 STRAMISSION SDN. BHD.
UP01939 STRIPE ENGINEERING \& SERVICES
UP01940 STARZA CORPORATION SDN BHD
UP01941 STANDARD FUMIGATION SDN BHD
UP01942 STT TECHNOLOGIES SDN BHD
UP01943 STUNNING LUXURY ENTERPRISE
UP01944 STAR ELECTRONICS SALES \& SERVICES SDN BH
UP01945 SURIA BUSINESS SOLUTIONS SDN BHD
UP01946 SUBALIPACK (M) SDN.BHD.
UP01947 SUAR CHANNEL SDN BHD
UP01948 SUPERMIND
UP01949 SUPER GEMINI (M) SDN.BHD.
UP01950 SUN WAVE ENGINEERING WORKS
UP01951 SUPREME AV CENTRE
UP01952 SUPER IMAGE AUTOMATION (M) SDN BHD
UP01953 SUMBER AIR CONDITIONING \& CONDITIONING \&
UP01954 SUM HUP FURNITURE SDN. BHD.
UP01955 SUTERA TEKNIK SDN BHD
UP01956 SUTERA SENSAISI (KG BARU) SDN. BHD.
UP01957 SUN LABEL ENTERPRISE
UP01958 SUNFLOWER PAPER PASSION \& THINGS SDN. B
UP01959 SUPERSWITCH ELECTRICAL ENGINEERING SDN
UP01960 SURIA GIFTS \& SERVICES
UP01961 SUNCOOL AUTO AIR-CONDITIONINGS SDN BHDGEORGE TENG
UP01962 SUPERPOWER TECHNOLOGY SDN BHD
UP01963 SURI CATERING SDN BHD
UP01964 SUPARMAN SALIKON
UP01965 SURI CRAFT
UP01966 SURIA-SIGNS SDN BHD
UP01967 SUAZZANA GALLERIA
UP01968 SUN MAX ENTERPRISE
UP01969 SURIA OFFICE SUPPLY
UP01970 SUKRI \& SURIZA ENTERPRISE
UP01971 SUTERA SENSASI (SELAYANG) SDN BHD
UP01972 SUPERIOR MECHANICAL \& ELECTRIC SDN BHD
UP01973 SUPERMAX ADVERTISING CO.
UP01974 SUNDATA SDN BHD
UP01975 SUN MEDIA CORPORATION SDN BHD
UP01976 SUTERA LAUNDRY \& DRY CLEANING ENTERPR
UP01977 SUNWAY HOTEL (SEBERANG JAYA) SDN. BHD.
UP01978 SUPERFOURFORYOU ENTERPRISE
UP01979 SUPPORT SYSTEM \& MAINTENANCE
UP01980 SYARIKAT PERNIAGAAN R.B.R. SDN BHD
UP01981 SYARIKAT ELEKTRIK TAI TONG
UP01982 SYARIKAT INDAH BERSIH SDN BHD
UP01983 SYARIKAT MASTIKA
UP01984 SYC NETWORK SDN BHD
UP01985 SYARIKAT JAYA BARU
UP01986 SYARIKAT FOTO SENG HENG
UP01987 SYARIKAT TAKAFUL MALAYSIA BERHAD
UP01988 SYARIKAT CHEE SENG
UP01989 SYARIKAT RADIO & TELEVISION
UP01990 SYARIKAT MOHD ZAIN JAFFAR SDN. BHD.
UP01991 SYKT AUTO-ELEGANCE CAR CENTRE
UP01992 SYSNET CONTROLS SDN BHD
UP01993 SYRIKAT JAM MEE SENG
UP01994 SYABAS COLLECTION A/C
UP01995 SYARIKAT INTERLAND ENTERPRISE
UP01996 SYAMADDUN SDN BHD
UP01997 SYARIKAT PEMASARAN KARYANEKA SDN BHDKartina Hj Hassan/ RosyTRA
UP01998 SYARIKAT PEMBINAAAN BALIN
UP01999 SYARIKAT LIBRACO AGENCIES SDN BHD
UP02000 SYARIKAT TANJUNG PISAU ENTERPRISE
UP02001 S.Y. TEGUH LESTARI SDN BHD
UP02002 SYARIKAT ZALIZA
UP02003 SYKT LIAN HUAT FURNITURE \& DECORATION
UP02004 SYARIKAT SRI MASRIA
UP02005 SYARIPAH PARHANA BT SYED ISMAIL
UP02006 SYARIKAT BAHAGIA
UP02007 SYNAR SETARA RESOURCES SDN BHD
UP02008 SYSBOT RESOURCE SDN BHD
UP02009 SYARIKAT BENGKEL SETIA
UP02010 SYARIKAT LETRIK EE FOONG
UP02011 SYARIKAT RIA
UP02012 SYARIKAT WAN YASIM SDN BHD
UP02013 SZ POWER
UP02014 TABUNG KEBAJIKAN BERNAMA
UP02015 TALI LETRIK AIR-CONDITIONING
UP02016 TAKAFUL NASIONAL SDN BERHAD
UP02017 TANDA BESTARI SDN BHD
UP02018 TASKO MARKETING AND SERVICES
UP02019 TAT CHONG ELECTRICAL \& CONSTRUCTION
UP02020 TAT HENG PERABUT ROTAN
UP02021 TAWAFURA SDN BHD
UP02022 TANGKUL (M) SDN BHD
UP02023 TAMUKA JAYA ELECTRICAL \& CONSTRUCTIONC. Chanter
UP02024 TAIKO ENGINEERING
UP02025 TAKAFUL IKHLAS SDN BHD
UP02026 TAKEOFF ENGINEERING SDN BHD
UP02027 ANJUNG HARTA ENTERPRISE
UP02028 TAMIL NESAN (M) SDN BHD
UP02029 TANG DYNASTY HOTEL
UP02030 TAMICO SYSTEMS (MELAKA) SDN BHD
UP02031 TCME ENGINEERING SERVICES SDN.BHD.
UP02032 TCI MARKETING SDN BHD
UP02033 TC ART DISTRIBUTORS SDN BHD
UP02034 TC ELECTRICAL CENTRE
UP02035 TEAM DATA SDN.BHD.
UP02036 TEGAS AUTOMATION SDN BHD
UP02037 TELEMAS SHOPPE SDN BHD
UP02038 TECHNOSOFT SOLUTIONS SDN BHD
UP02039 TOSHIBA TEC MALAYSIA SDN BHD
UP02040 CELCOM MOBILE SDN BHD
UP02041 TELEKOM SALES & SERVICES SDN BHD
UP02042 TELEKOM MALAYSIA BERHAD
UP02043 TELEKOM MALAYSIA BERHAD
UP02044 TELEKOM MALAYSIA BERHAD
UP02045 TELEKOM MALAYSIA BERHAD
UP02046 TELEKOM MALAYSIA BERHAD
UP02047 TELEKOM MALAYSIA BERHAD
UP02048 TELEKOM MALAYSIA BERHAD
UP02049 TELEKOM MALAYSIA BERHAD
UP02050 TELEKOM MALAYSIA BERHAD
UP02051 TELEKOM MALAYSIA BERHAD
UP02052 TELEKOM MALAYSIA BERHAD
UP02053 TELEKOM MALAYSIA BERHAD
UP02054 TELEKOM PUBLICATIONS SDN.BHD.
UP02055 TELEVISION AIRTIME SERVICES SDN BHD
UP02056 TEKNOSIF INFORMATION RESOURCES SDN
UP02057 TENAGA NASIONAL BERHAD
UP02058 TECMURA (M) SDN BHD
UP02059 TELS DIGITAL COMMUNICATION
UP02060 TEKNIK DATASAAB SDN. BHD.,
UP02061 TELEKOM MALAYSIA BERHAD
UP02062 TECHNOCRAT SYSTEM
UP02063 TEGAS COMPUTER SYSTEMS SDN BHD
UP02064 TEGAS SINAR TRADING
UP02065 TENTERAM BAKTI SDN. BHD.
UP02066 TENGGARA KEKAL SDN. BHD.
UP02067 TENCOPY TRADING
UP02068 TECHSTREAM SDN BHD
UP02069 TELITI COMPUTERS SDN. BHD.
UP02070 TELEKOM MALAYSIA BERHAD
UP02071 TECFIVE ENTERPRISE
UP02072 TERANG PADU SDN BHD
UP02073 TENAGA KARISMA SDN BHD
UP02074 TERMAWIRA SDN BHD
UP02075 TERAS MAJU SERVICES
UP02076 TELE DYNAMICS GLOBAL COM SDN BHD
UP02077 TELEKOM MALAYSIA BERHAD
UP02078 TELEKOM MALAYSIA BERHAD
UP02079 TEGUH RENT A CAR (M) SDN BHD
UP02080 TERAS ONE SOLUTION SDN BHD
UP02081 TELEKOM MALAYSIA BERHAD
UP02082 TECK VUI CAR AIR-CON SERVICE CENTRE
UP02083 TELCOM SERVICES
UP02084 TELEKOM MALAYSIA BERHAD
UP02085 TEAV DAN RAKAN-RAKAN ENTERPRISE
UP02086 TENTRIK SDN BHD
UP02087 TERABINA ENTERPRISE
UP02088 TERMINEX PEST CONTROL SDN BHD
UP02089 TGS ENTERPRISE NETWORKS SDN BHD
UP02090 THE NAME TECHNOLOGY SDN BHD.
UP02091 THE KUALA LUMPUR HEART CENTRE
UP02092 TH TRAVEL & SERVICES SDN BHD
UP02093 THE ANDAMAN DATAI BAY,
UP02094 THREE B LASER TECH SDN BHD
UP02095 THOMSON MEDIA SOLUTIONS MALAYSIA SDN
UP02096 STAR PUBLICATIONS (MALAYSIA) BERHAD
UP02097 TH HATA CONSTRUCTION
UP02098 THE NEW STRAITS TIMES PRESS (MALAYSIA) B
UP02099 THOMSON REUTERS (M) SDN BHD
UP02100 THREE M SDN BHD
UP02101 THREE CUBE CONCEPT
UP02102 TIARA OFFICE SUPPLIES (M) SDN. BHD.
UP02103 TIMECEL SDN BHD
UP02104 TIME DOTNET BERHAD
UP02105 TIME DOTNET BERHAD
UP02106 TIME & TIME SYSTEMS
UP02107 TIHANI CETAK SDN BHD
UP02108 TIM AIR CONDITIONING & AIR COND SERVICE
UP02109 TIM CAFE & SERVICES
UP02110 TIMUR GLOBAL ENTERPRISE
UP02111 TJ NUR TRAVEL & TOURS SDN BHD
UP02112 3K EQUIPMENT PTE LTD
UP02113 TL COPIER (EAST COAST) SDN. BHD.
UP02114 2L BERSATU SDN BHD
UP02115 TNT EXPRESS WORLDWIDE (M) SDN BHD.
UP02116 TEO & TAN EXPRESS COURIER(SABAH) SDN BH
UP02117 TOWNPACKS & MOVERS (M) SDN. BHD.
UP02118 TONER CARTRIDGE REMANUFACTURING
UP02119 TOKO MULTI ENTERPRISE
UP02120 TOTAL CONCEPT PROJECTS (M) SDN BHD
UP02121 TOPMAX STATIONERS SDN. BHD.
UP02122 TOP TEN LAUNDRETTE
UP02123 TOTAL COMMUNICATIONS SDN BHD
UP02124 TOURISM PUBLICATIONS CORPORATION SDN BMS JOEY LEONG
UP02125 TONY.COM
UP02126 UNIVERSAL TRUSTEE (M) BHD
UP02127 TOUCH ME TRAVEL & TOURS SDN BHD
UP02128 TOM MANAS TECHNOLOGIES SDN BHD
UP02129 TP STEEL ENGINEERING
UP02130 TRIPLE C AIRCOND AND ELECTRICAL
UP02131 TRIFON SDN.BHD.
UP02132 TRUETECH (M) SDN BHD
UP02133 TRANS FLEET NETWORK SERVICES SDN BH
UP02134 TRANS WANI CORPORATION SDN. BHD.
UP02135 TRU AGENCY SDN BHD
UP02136 TRIPLE ONE RESOURCES
UP02137 TRAVEL CONNECTIONS LEISURE & EVENT SDNHAFIZ YUSOF
UP02138 TRIWAYS LOGISTICS (M) SDN BHD
UP02139 TREMENIIC MAINTENANCE & SERVICES
UP02140 TREKKA ENTERPRISE
UP02141 TRIPS4U TRAVEL & TOURS SDN BHD
UP02142 TRICOMAS MARKETING SDN BHD
UP02143 TRI - D TRAVEL & TOURS SDN BHD
UP02144 TRICOMMS ENTERPRISE
UP02145 T.SANTHAKUMARI STORE
UP02146 T.T. UNIMATIC ENGINEERING
UP02147 T.T. UNIMATIC SDN. BHD.
UP02148 TIP-TOP COMMUNICATION TECHNOLOGY
UP02149 TT DOTCOM SDN BHD
UP02150 TTA MEDIA SDN BHD
UP02151 TULIP RESOURCES SDN BHD
UP02152 TUMASEK PEWTER SDN BHD
UP02153 TUNESU (M) SDN BHD
UP02154 TULINO MANAGEMENT SOLUTIONS SDN BHD
UP02155 TUNAS DIMENSI ENTERPRISE
UP02156 TUNE UP EVENT AND MUSIC PRODUCTION
UP02157 TV ONLINE SDN BHD
UP02158 TWENTY FIVE RESOURCES
UP02159 TWO Z MEDIA & COMMUNICATIONS
UP02160 TWENTY FIRST CENTURY MEDIA SDN BHD
UP02161 TXDA TECHNIC SDN BHD
UP02162 TYCH DESIGN ADVERTISING ASSOCIATE
UP02163 TYME WYSE GLOBAL INDUSTRY
UP02164 2Y COMMUNICATIONS ENGINEERING
UP02165 TZ LEATHERS SDN.BHD.
UP02166 UBM MARKETING SDN BHD
UP02167 UDANI CARPETS SDN BHD
UP02168 U.E.KURNIA SDN.BHD.
UP02169 U.GLOBAL FREIGHT SERVICES SDN BHD
UP02170 UKAY JAYA
UP02171 ULYA IZZ ZARA ENTERPRISE
UP02172 UMINCO MANUFACTURING SDN BHD
UP02173 UMI OFFICE SYSTEM
UP02174 UMW INDUSTRIAL POWER SDN BHD
UP02175 UNIGAYA PROTECTION SYSTEM SDN.BHD.
UP02176 UNI INDUSTRIAL & OFFICE SUPPLIES
UP02177 UNIQUE-COM SYSTEMS SDN BHD
UP02178 UNITED NEWS OF INDIA (UNI)
UP02179 UNITED PRESS INTERNATIONAL
UP02180 UNITED EDON ENTERPRISE
UP02181 UNITED KADILA SDN. BHD.
UP02182 UNITED COOLING & REFRIGERATION
UP02183 UNITED COMPUTER SDN. BHD.
UP02184 UNITED STRAITS FUSO SDN BHD
UP02185 UNITED STRAITS FUSO SDN. BHD.
UP02186 UNIMECH BUILDTECH SDN. BHD.
UP02187 UNICOMMERCIAL ENTERPRISE
UP02188 UNITED CHONG MOTOR TRADING
UP02189 UNIC ALUMINIUM WORKS
UP02190 BENDAHARI UNIVERSITI MALAYSIA PERLIS
UP02191 BENDAHARI UITM
UP02192 UNI KARISMA DAGANG
UP02193 UNIQA ENTERPRISE
UP02194 UNICOMA SPORTS SDN BHD
UP02195 UPTOWN MARKETING SDN BHD
UP02196 UP MULTIMEDIA PRODUCTION(M) SDN BHD
UP02197 USAHA WAWASAN ENTERPRISE
UP02198 USAHA MAMPAN NIAGA
UP02199 UTUSAN PRINTCORP SDN BHD
UP02200 UTAMA TEAMWORK SDN BHD
UP02201 UTUSAN FORWARDING SDN BHD
UP02202 UTUSAN MELAYU (MALAYSIA) BHD
UP02203 UTUSAN MEDIA SALES SDN BHD
UP02204 UTARA LOGISTICS & MARITIME SDN BHD
UP02205 VANAKKAM MALAYSIA DOTCOM SDN.BHD.
UP02206 VANPAC INTERNATIONAL PTE LTD
UP02207 V-COVER COMMUNICATIONS
UP02208 VET ANTI-VIRUSSOFTWARE SDN. BHD.
UP02209 VERTICAL MATRIX SDN BHD
UP02210 VENTURE LOGISTICS & SERVICES SDN BHD
UP02211 PRISMA TULIN SDN BHD
UP02212 VISMART SENDIRIAN BERHAD
UP02213 VITAL DELTA SDN BHD
UP02214 VIVA AIR-CONDITIONING (M) SDN.BHD.
UP02215 VISCOM TECHNOLOGY
UP02216 VISION GREETINGS SDN. BHD.
UP02217 VINN-CONN AIR-CONDITIONING
UP02218 VISI RANCANG
UP02219 VISTA ANGLE SDN BHD
UP02220 VITAL MAJOR SDN BHD
UP02221 VISION MEDIA SUPPLIES SDN BHD
UP02222 VITAL COMPUTER
UP02223 VINTECH SOLUTION
UP02224 VISUAL BONANZA SDN BHD
UP02225 VISUAL THREE PRODUCTIONS(M)SDN BHD
UP02226 VITA MEDIK
UP02227 VISTANA HOTEL
UP02228 VME BROADCAST SDN. BHD.
UP02229 VOGART LABELS SDN. BHD.
UP02230 VR TECHNOLOGY SDN BHD
UP02231 VERITY SYSTEMS (M) SDN BHD
UP02232 WARISAN ENTERPRISE
UP02233 WANGSAIT SDN BHD
UP02234 WAWASAN BOOK ENTERPRISE
UP02235 WANNS WIRA SDN. BHD.
UP02236 WAJA TEKNIK
UP02237 WALK ABOUT MALAYSIA SDN. BHD.
UP02238 WAIMA ENTERPRISE
UP02239 WAN LIN NEON SIGN
UP02240 WATAN ANGKASA RESOURCES SDN BHD
UP02241 WANGSA SENSAISI SDN BHD
UP02242 WARISAN HERITAGE SDN BHD
UP02243 WADI AL FAROOK BISTRO
UP02244 WARIS JAYA
UP02245 WARISAN DAYA MAJU ENTERPRISE
UP02246 WAN MARIANA BINTI WAHMAD
UP02247 WAY YAP CONSTRUCTION
UP02248 WARISAN SOUND PUBLISHING
UP02249 WAVETECH SDN BHD
UP02250 WARISAN BAIDURI SDN BHD
UP02251 WAVE FREQUINCY ENTERPRISE
UP02252 WAVE FREQUINCY ENTERPRISE
UP02253 WB COMPUTER SYSTEM
UP02254 WELSHEILD SDN.BHD.
UP02255 WEM TECHNOLOGY SDN. BHD.
UP02256 WEN BI ENTERPRISE
UP02257 WEBCRAFT SDN. BHD.
UP02258 WEST COAST LINE (SARAWAK) SDN BHD
UP02259 PERKHIDMATAN ELEKTRONIK WENG FATT
UP02260 WESTSTAR AUTO SDN BHD
UP02261 WIRAPACK (M) SDN BHD
UP02262 WINDFLOWER (M) SDN.BHD.
UP02263 WIN HIN MACHINERY (SABAH) SDN. BHD.
UP02264 WING FATT REFRIGERATION SDN BHD
UP02265 WIL SIN AIR CONDITIONING (M.\&E.)SDN
UP02266 WINSON RADIO TRADING CO.,
UP02267 WILAYAH TECHNOLOGY SYSTEMS SDN BHD
UP02268 WISESOFT SYSTEMS (M) SDN. BHD.
UP02269 WILLFINE INTERIOR
UP02270 WINDAQ SDN BHD
UP02271 WILDAN SERVICES
UP02272 WILMEX DESIGN & CONSTRUCTION
UP02273 WMY RESOURCES (M) SDN BHD
UP02274 WONDERFLOOR MARKETING SDN.BHD.
UP02275 WOODWORTH SALES \& SERVICE
UP02276 WONG BEH \& TOH
UP02277 WONG KOOI YOONG
UP02278 WYWY PACIFIC SDN BHD
UP02279 WYWY MARKETING SDN BHD
UP02280 SERVTOUCH-WYWY (MALAYSIA) SDN. BHD.
UP02281 WYN WYN EVENT SDN BHD
UP02282 X-MIND SYSTEMS SDN. BHD.
UP02283 XPEDITE SYSTEMS LTD
UP02284 XTEND SERVICES SDN BHD
UP02285 YAP CHIN \& TIU
UP02286 YAYASAN PEMBANGUNAN EKONOMI ISLAM M
UP02287 YAYASAN SARAWAK
UP02288 YARD SERVICES
UP02289 YAHYA BIN TAHA
UP02290 YAP'S OFFICE AUTOMATION \& EQUIPMENT
UP02291 YAU MING TRADING
UP02292 YAYASAN KEBAJIKAN SURIA
UP02293 YAU MING TRADING
UP02294 YEE LOONG OFFICE SYSTEM \& SERVICE SDN BHD
UP02295 YES'S COMM ENTERPRISE SDN BHD
UP02296 YEO KUI HO GENERAL SERVICE
UP02297 YI FATT FURNITURE TRADING CENTRE
UP02298 YKB INFORMATION TECHNOLOGY SDN BHD
UP02299 YNH OFFICE SYSTEM \& FURNITURE SDN BHD
UP02300 YONG HUP INTERIOR RENOVATION SDN. BHD.
UP02301 YONG HING LIONG SDN BHD
UP02302 YS BUSINESS EQUIPMENT (KL) SDN BHD
UP02303 YSL LEADER ENTERPRISE
UP02304 YTL COMMUNICATIONS SDN BHD
UP02305 YU LEONG HOME APPLIANCES SDN BHD
UP02306 YUN KUI FOOK WELDING SERVICE
UP02307 YUIJING AIR CONDITIONING\& ELECTRICAL WO
UP02308 YY CREATIVE WORKS
UP02309 ZAINUDDIN PARSONS BRINCKERHOFF (M)
UP02310 ZAMRIN FREIGHT \& SHIPPING SDN
UP02311 ZABARNUS ENTERPRISE
UP02312 ZAZACO MARKETING
UP02313 ZATHIRAH SDN BHD
UP02314 ZAZ ENTERPRISE
UP02315 ZAINAL BIN OSMAN
UP02316 ZAHEER CREATIVE
UP02317 ZAGMA SDN BHD
UP02318 ZAFRAN ENGINEERING
UP02319 ZALZAH SERVICES
UP02320 ZERO ANTS SERVICE
UP02321 ZETTABYTE SYSTEM & TRADING
UP02322 ZEE'S AIR COND. SERVICES
UP02323 ZH SOLUTION ENTERPRISE
UP02324 ZILLION TECH COMPUTERS CENTRE
UP02325 ZITRON ENTERPRISE (M) SDN BHD
UP02326 ZIP-ZIP MARKETING SDN BHD
UP02327 ZIZAM ENTERPRISE
UP02328 ZS ONE RESOURCES
UP02329 ZTRONIC COMPUTER SDN BHD
UP02330 ZURAIDI HAMZAH
UP02331 ZZ WORKSHOP SDN BHD
UP02332 A M STAR RESOURCES
UP02333 DAIMAN LANDMARK HOTEL
UP02334 JB PARADE SDN BHD
UP02335 FRESCO COCOA SUPPLY PLT
UP02336 LIME SOLUTION SDN BHD
UP02337 GREENBASE SOLUTION SDN BHD
UP02338 SAFAZ MARKETING & SERVICES
UP02339 3F RESOURCES SDN BHD
UP02340 SR EXPRESS (M) SDN BHD
UP02341 PERCETAKAN RINA SDN BHD
UP02342 BIG THREE CREATIVE
UP02343 FUTURE MAKERS SDN BHD
UP02344 PROTON EDAR SDN BHD
